sec,mV,BPM
1.066,-0.040981135,0
1.067,-0.043215552,0
1.068,-0.049918802,0
1.069,-0.059814077,0
1.07,-0.072582173,0
1.071,-0.086627079,0
1.072,-0.100671985,0
1.073,-0.113120879,0
1.074,-0.123335356,0
1.075,-0.129400201,0
1.076,-0.131315416,0
1.077,-0.128442594,0
1.078,-0.121420141,0
1.079,-0.110567259,0
1.08,-0.097160758,0
1.081,-0.082477448,0
1.082,-0.067474935,0
1.083,-0.053749231,0
1.084,-0.042577147,0
1.085,-0.035235492,0
1.086,-0.032681872,0
1.087,-0.034597087,0
1.088,-0.040661932,0
1.089,-0.050238005,0
1.09,-0.062048494,0
1.091,-0.075454995,0
1.092,-0.088861496,0
1.093,-0.100671985,0
1.094,-0.110248057,0
1.095,-0.115674498,0
1.096,-0.11727051,0
1.097,-0.114078486,0
1.098,-0.106417628,0
1.099,-0.095564746,0
1.1,-0.081839043,0
1.101,-0.066517327,0
