sec,mV,BPM
0.975,-0.179834181,0
0.976,-0.180791789,0
0.977,-0.178557372,0
0.978,-0.172492526,0
0.979,-0.162278049,0
0.98,-0.148233143,0
0.981,-0.130357808,0
0.982,-0.108971247,0
0.983,-0.085031067,0
0.984,-0.05885647,0
0.985,-0.030447455,0
0.986,-0.000123227,0
0.987,0.032116216,0
0.988,0.066909278,0
0.989,0.10425596,0
0.99,0.144156261,0
0.991,0.187248585,0
0.992,0.233852137,0
0.993,0.283966914,0
0.994,0.337912121,0
0.995,0.395049352,0
0.996,0.454740201,0
0.997,0.516027063,0
0.998,0.576994723,0
0.999,0.63636637,0
1,0.692545994,0
1.001,0.744256784,0
1.002,0.79022193,0
1.003,0.828845421,0
1.004,0.858850447,0
1.005,0.878960199,0
1.006,0.888536271,0
1.007,0.886621057,0
1.008,0.872895353,0
1.009,0.847997565,0
1.01,0.811927694,0
1.011,0.76628175,0
1.012,0.712336543,0
1.013,0.651688086,0
1.014,0.58593239,0
1.015,0.516665468,0
1.016,0.445802534,0
1.017,0.374620398,0
1.018,0.304715071,0
1.019,0.236724958,0
1.02,0.171288465,0
1.021,0.108724794,0
1.022,0.048714741,0
1.023,-0.008741692,0
1.024,-0.063963708,0
1.025,-0.116632105,0
1.026,-0.16642768,0
1.027,-0.213031232,0
1.028,-0.256123556,0
1.029,-0.29506625,0
1.03,-0.329859312,0
1.031,-0.359545136,0
1.032,-0.384123721,0
1.033,-0.402956663,0
1.034,-0.415405557,0
1.035,-0.421470403,0
1.036,-0.4211512,0
1.037,-0.414128747,0
1.038,-0.401360651,0
1.039,-0.383485316,0
1.04,-0.361141148,0
1.041,-0.335924158,0
1.042,-0.308791953,0
1.043,-0.281021344,0
1.044,-0.25388914,0
1.045,-0.227714542,0
1.046,-0.203774362,0
1.047,-0.182707003,0
1.048,-0.164831668,0
1.049,-0.15046756,0
1.05,-0.139614678,0
1.051,-0.131953821,0
1.052,-0.126846582,0
1.053,-0.123335356,0
1.054,-0.121420141,0
1.055,-0.120462534,0
1.056,-0.119185724,0
1.057,-0.117589712,0
1.058,-0.115355295,0
1.059,-0.112163271,0
1.06,-0.108332842,0
1.061,-0.104502414,0
1.062,-0.100991187,0
1.063,-0.098437568,0
1.064,-0.096522353,0
1.065,-0.095564746,0
1.066,-0.095883949,0
1.067,-0.097479961,0
1.068,-0.10003358,0
1.069,-0.103864009,0
1.07,-0.108332842,0
1.071,-0.112801676,0
1.072,-0.117589712,0
1.073,-0.121420141,0
1.074,-0.12397376,0
1.075,-0.12525057,0
1.076,-0.124612165,0
